round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.48812,0.0,0.40603,0.17569,0.05182,2.9777,134.8
2,0.75325,0.01421,0.26105,0.07851,0.06297,2.97466,268.4
3,0.8565,0.62409,0.11842,0.04934,0.08156,2.97013,402.7
4,0.88613,0.73671,0.07598,0.03508,0.08811,2.97626,537.0
5,0.89825,0.78553,0.06679,0.03102,0.08798,2.97749,678.2
6,0.91212,0.77691,0.0652,0.02403,0.09941,2.97835,814.5
7,0.92488,0.84436,0.05016,0.02305,0.14231,2.95857,948.5
8,0.9405,0.87855,0.03573,0.02046,0.11411,2.97463,1082.7
9,0.94388,0.89664,0.03339,0.01945,0.15027,2.96413,1216.1
10,0.949,0.91731,0.02592,0.01736,0.1092,2.98231,1349.0
11,0.9495,0.87105,0.03383,0.01863,0.1165,2.97932,1484.8
12,0.94625,0.84915,0.03972,0.01718,0.10683,2.9827,1619.0
13,0.95437,0.90272,0.03047,0.01443,0.10443,2.98466,1752.8
14,0.95713,0.92079,0.02367,0.01521,0.09114,2.98835,1887.2
15,0.95737,0.91119,0.0231,0.01211,0.08064,2.98979,2020.5
16,0.95613,0.89659,0.029,0.01297,0.08736,2.98892,2153.1
17,0.96262,0.92822,0.02176,0.01321,0.08993,2.98883,2287.9
18,0.96188,0.91363,0.02256,0.01292,0.09902,2.98725,2428.1
19,0.96162,0.90268,0.02806,0.01209,0.08436,2.98947,2563.1
20,0.966,0.93385,0.0202,0.01126,0.08148,2.99077,2696.8
21,0.9665,0.94039,0.01871,0.01113,0.05484,2.99358,2831.9
22,0.963,0.90146,0.02629,0.01087,0.07326,2.99171,2965.6
23,0.969,0.93917,0.01799,0.01107,0.11735,2.98371,3098.6
24,0.96937,0.94161,0.01529,0.01053,0.04898,2.9941,3239.7
25,0.972,0.95131,0.01454,0.00966,0.06928,2.99225,3387.5
26,0.9685,0.92579,0.01935,0.00853,0.07056,2.99217,3536.9
27,0.972,0.93796,0.01623,0.00961,0.09711,2.98855,3672.7
28,0.97088,0.92607,0.02,0.008,0.04771,2.99422,3806.5
29,0.9725,0.93309,0.01746,0.00843,0.07123,2.99222,3940.7
30,0.97337,0.95255,0.01266,0.00847,0.07306,2.99187,4074.9
31,0.97425,0.93674,0.01547,0.0092,0.07528,2.99156,4213.2
32,0.974,0.9562,0.01146,0.00816,0.06312,2.99294,4350.8
33,0.976,0.94404,0.01466,0.00851,0.06382,2.99294,4487.2
34,0.97688,0.9635,0.01066,0.00814,0.05829,2.99348,4621.5
35,0.977,0.95134,0.01253,0.00787,0.04414,2.99448,4755.3
36,0.978,0.95421,0.01217,0.00825,0.05988,2.99339,4889.3
37,0.9785,0.9562,0.0127,0.00711,0.05357,2.99385,5023.5
38,0.9785,0.94647,0.01342,0.00765,0.0638,2.99296,5158.5
39,0.9785,0.94769,0.01409,0.00663,0.04388,2.99454,5292.9
40,0.9795,0.95985,0.01111,0.00695,0.04161,2.99465,5426.5
41,0.97925,0.94926,0.01343,0.0069,0.05741,2.99356,5560.4
42,0.98075,0.96628,0.00927,0.00683,0.05463,2.99384,5694.7
43,0.97913,0.95499,0.01159,0.00583,0.05645,2.99369,5828.5
44,0.98,0.96411,0.00973,0.00591,0.06251,2.99323,5963.5
45,0.98025,0.95979,0.01277,0.00544,0.03507,2.99499,6100.8
46,0.98075,0.96472,0.00979,0.00558,0.03503,2.99499,6234.6
47,0.98125,0.96368,0.00996,0.00525,0.05823,2.99354,6357.6
48,0.98125,0.9604,0.00884,0.00637,0.05822,2.99359,6480.1
49,0.9825,0.9708,0.00784,0.00608,0.05818,2.99359,6603.3
50,0.98125,0.9604,0.00904,0.00552,0.02237,2.99544,6726.7
